OrderNumber,"Sales Channel",WarehouseCode,CurrencyCode,SalesTeamID,CustomerID,StoreID,ProductID,"Order Quantity","Discount Applied",ProcuredDate,OrderDate,ShipDate,DeliveryDate,"Unit Cost","Unit Price"
"SO - 000714",In-Store,WARE-PUJ1005,USD,5,10,308,9,5,0.05,2018-04-10,2018-08-10,2018-08-31,2018-09-09,4797.87,6231.00
"SO - 000715",Online,WARE-UHY1004,USD,12,46,236,25,4,0.08,2018-04-10,2018-08-10,2018-08-17,2018-08-27,2871.02,3932.90
"SO - 000716",Distributor,WARE-NMK1003,USD,23,16,156,1,4,0.08,2018-04-10,2018-08-10,2018-09-02,2018-09-10,2816.14,3966.40
"SO - 000717",Distributor,WARE-NBV1002,USD,22,31,69,39,1,0.08,2018-04-10,2018-08-10,2018-08-17,2018-08-18,1581.07,2291.40
"SO - 000718",In-Store,WARE-NMK1003,USD,11,30,182,37,5,0.4,2018-04-10,2018-08-10,2018-08-17,2018-08-25,2059.85,3678.30
"SO - 000719",Distributor,WARE-MKL1006,USD,25,39,358,13,7,0.08,2018-04-10,2018-08-11,2018-09-03,2018-09-13,3039.92,3999.90
"SO - 000720",Online,WARE-PUJ1005,USD,16,36,283,23,8,0.15,2018-04-10,2018-08-11,2018-08-23,2018-09-01,575.13,991.60
"SO - 000721",Online,WARE-NMK1003,USD,14,35,140,34,6,0.2,2018-04-10,2018-08-11,2018-08-20,2018-08-25,4248.74,5447.10
"SO - 000722",Online,WARE-NMK1003,USD,13,39,178,24,3,0.08,2018-04-10,2018-08-11,2018-09-04,2018-09-07,1054.45,2452.20
"SO - 000723",In-Store,WARE-NMK1003,USD,10,13,201,11,4,0.15,2018-04-10,2018-08-11,2018-09-01,2018-09-07,469.20,998.30
"SO - 000724",In-Store,WARE-UHY1004,USD,8,28,248,23,4,0.2,2018-04-10,2018-08-11,2018-08-28,2018-09-01,577.81,1313.20
"SO - 000725",In-Store,WARE-XYS1001,USD,1,26,15,20,1,0.1,2018-04-10,2018-08-11,2018-08-28,2018-09-04,1658.25,2512.50
"SO - 000726",Wholesale,WARE-UHY1004,USD,28,29,238,30,6,0.05,2018-04-10,2018-08-12,2018-09-08,2018-09-12,3528.76,5346.60
"SO - 000727",In-Store,WARE-MKL1006,USD,11,15,331,18,2,0.1,2018-04-10,2018-08-12,2018-08-26,2018-09-03,2496.42,3618.00
"SO - 000728",Online,WARE-NMK1003,USD,17,21,125,30,7,0.08,2018-04-10,2018-08-12,2018-08-23,2018-08-29,1500.80,1876.00
"SO - 000729",In-Store,WARE-XYS1001,USD,5,18,44,15,1,0.1,2018-04-10,2018-08-12,2018-08-29,2018-08-30,201.13,254.60
"SO - 000730",In-Store,WARE-NMK1003,USD,10,49,157,5,3,0.15,2018-04-10,2018-08-12,2018-08-18,2018-08-23,1530.28,3825.70
"SO - 000731",In-Store,WARE-PUJ1005,USD,5,26,284,35,6,0.15,2018-04-10,2018-08-12,2018-09-07,2018-09-14,1620.86,2251.20
"SO - 000732",Distributor,WARE-NMK1003,USD,23,30,132,25,8,0.08,2018-04-10,2018-08-12,2018-09-04,2018-09-07,3090.24,4013.30
"SO - 000733",Wholesale,WARE-NMK1003,USD,28,24,152,2,1,0.05,2018-04-10,2018-08-12,2018-09-08,2018-09-12,836.16,1072.00
"SO - 000734",Distributor,WARE-PUJ1005,USD,23,2,275,4,3,0.15,2018-04-10,2018-08-13,2018-08-25,2018-09-02,2090.07,2458.90
"SO - 000735",In-Store,WARE-NMK1003,USD,7,19,161,28,8,0.08,2018-04-10,2018-08-13,2018-09-07,2018-09-13,1013.04,1809.00
"SO - 000736",Online,WARE-PUJ1005,USD,14,7,265,38,7,0.05,2018-04-10,2018-08-13,2018-09-04,2018-09-08,1158.16,1728.60
"SO - 000737",Online,WARE-NMK1003,USD,13,33,186,41,6,0.08,2018-04-10,2018-08-13,2018-08-29,2018-09-04,2677.32,3718.50
"SO - 000738",In-Store,WARE-NBV1002,USD,1,8,64,38,3,0.05,2018-04-10,2018-08-13,2018-09-04,2018-09-13,150.15,180.90
"SO - 000739",Wholesale,WARE-NMK1003,USD,26,10,103,3,1,0.08,2018-04-10,2018-08-13,2018-08-15,2018-08-19,3269.87,3939.60
"SO - 000740",Distributor,WARE-XYS1001,USD,21,19,33,35,6,0.08,2018-04-10,2018-08-13,2018-08-20,2018-08-23,1196.35,1869.30
"SO - 000741",In-Store,WARE-MKL1006,USD,6,5,360,17,5,0.05,2018-04-10,2018-08-13,2018-09-01,2018-09-09,691.44,864.30
"SO - 000742",Distributor,WARE-NMK1003,USD,21,31,105,32,3,0.1,2018-04-10,2018-08-13,2018-09-05,2018-09-13,835.09,1098.80
"SO - 000743",In-Store,WARE-UHY1004,USD,8,36,227,37,4,0.08,2018-04-10,2018-08-13,2018-08-17,2018-08-25,2730.52,3845.80
"SO - 000744",In-Store,WARE-NMK1003,USD,11,22,113,41,3,0.08,2018-04-10,2018-08-13,2018-09-07,2018-09-13,3882.11,5246.10
"SO - 000745",Online,WARE-PUJ1005,USD,13,22,313,11,8,0.1,2018-04-10,2018-08-13,2018-09-05,2018-09-09,404.81,763.80
"SO - 000746",Distributor,WARE-NMK1003,USD,22,17,118,24,1,0.4,2018-04-10,2018-08-14,2018-08-28,2018-09-07,2673.30,3819.00
"SO - 000747",In-Store,WARE-PUJ1005,USD,7,36,292,4,2,0.15,2018-04-10,2018-08-14,2018-08-24,2018-09-02,2013.08,2425.40
"SO - 000748",Online,WARE-NBV1002,USD,18,11,65,44,6,0.05,2018-04-10,2018-08-14,2018-08-30,2018-09-03,884.33,1319.90
"SO - 000749",In-Store,WARE-NMK1003,USD,11,3,111,27,6,0.15,2018-04-10,2018-08-14,2018-09-06,2018-09-11,529.03,1125.60
"SO - 000750",In-Store,WARE-XYS1001,USD,3,45,27,10,3,0.1,2018-04-10,2018-08-14,2018-09-05,2018-09-09,2590.42,6318.10
"SO - 000751",In-Store,WARE-NMK1003,USD,2,3,182,2,8,0.05,2018-04-10,2018-08-14,2018-09-07,2018-09-08,1459.26,3242.80
"SO - 000752",Wholesale,WARE-NMK1003,USD,26,23,167,5,4,0.15,2018-04-10,2018-08-14,2018-08-31,2018-09-08,1142.42,1936.30
"SO - 000753",Online,WARE-UHY1004,USD,17,37,220,7,4,0.05,2018-04-10,2018-08-14,2018-09-09,2018-09-12,3038.65,3946.30
"SO - 000754",Online,WARE-XYS1001,USD,14,38,12,26,6,0.08,2018-04-10,2018-08-14,2018-08-22,2018-09-01,442.27,1078.70
"SO - 000755",Distributor,WARE-NMK1003,USD,24,42,117,8,3,0.08,2018-04-10,2018-08-15,2018-08-20,2018-08-24,3967.34,5587.80
"SO - 000756",Distributor,WARE-XYS1001,USD,25,11,50,21,1,0.4,2018-04-10,2018-08-15,2018-09-10,2018-09-16,1896.37,3108.80
"SO - 000757",Wholesale,WARE-NMK1003,USD,27,24,120,2,1,0.05,2018-04-10,2018-08-15,2018-08-28,2018-09-05,661.96,871.00
"SO - 000758",In-Store,WARE-PUJ1005,USD,2,44,279,12,7,0.1,2018-04-10,2018-08-15,2018-08-28,2018-09-04,1543.35,1815.70
"SO - 000759",Online,WARE-UHY1004,USD,16,42,231,6,7,0.08,2018-04-10,2018-08-15,2018-09-04,2018-09-09,541.70,984.90
"SO - 000760",Distributor,WARE-MKL1006,USD,22,21,354,30,3,0.08,2018-04-10,2018-08-15,2018-09-12,2018-09-18,1727.53,3926.20
"SO - 000761",Online,WARE-PUJ1005,USD,13,24,304,29,1,0.08,2018-04-10,2018-08-16,2018-09-13,2018-09-14,126.63,234.50
"SO - 000762",In-Store,WARE-UHY1004,USD,8,18,204,16,8,0.2,2018-04-10,2018-08-16,2018-09-11,2018-09-17,1429.51,2552.70
"SO - 000763",In-Store,WARE-UHY1004,USD,2,13,223,32,4,0.05,2018-04-10,2018-08-16,2018-08-23,2018-08-30,591.74,857.60
"SO - 000764",In-Store,WARE-NBV1002,USD,1,41,70,40,3,0.05,2018-04-10,2018-08-16,2018-08-29,2018-09-07,553.96,1065.30
"SO - 000765",Online,WARE-MKL1006,USD,17,28,332,29,4,0.2,2018-04-10,2018-08-16,2018-09-11,2018-09-20,1581.20,1976.50
"SO - 000766",In-Store,WARE-NMK1003,USD,6,27,117,31,2,0.3,2018-04-10,2018-08-16,2018-09-11,2018-09-18,2725.76,3839.10
"SO - 000767",Online,WARE-UHY1004,USD,16,32,221,2,3,0.05,2018-04-10,2018-08-16,2018-09-10,2018-09-11,2807.57,3899.40
"SO - 000768",In-Store,WARE-UHY1004,USD,4,5,220,2,6,0.05,2018-04-10,2018-08-16,2018-09-04,2018-09-08,85.02,180.90
"SO - 000769",Wholesale,WARE-PUJ1005,USD,25,36,282,25,6,0.15,2018-04-10,2018-08-16,2018-09-08,2018-09-11,588.53,1226.10
"SO - 000770",Distributor,WARE-PUJ1005,USD,24,13,263,37,8,0.05,2018-04-10,2018-08-16,2018-09-03,2018-09-05,313.56,783.90
"SO - 000771",In-Store,WARE-UHY1004,USD,7,3,253,16,7,0.15,2018-04-10,2018-08-17,2018-09-08,2018-09-12,489.10,978.20
"SO - 000772",Online,WARE-PUJ1005,USD,16,14,280,15,6,0.15,2018-04-10,2018-08-17,2018-09-05,2018-09-13,1616.24,3169.10
"SO - 000773",Online,WARE-NMK1003,USD,18,49,95,13,2,0.1,2018-04-10,2018-08-17,2018-09-09,2018-09-19,1497.05,3055.20
"SO - 000774",Wholesale,WARE-NMK1003,USD,28,17,202,1,4,0.1,2018-04-10,2018-08-17,2018-09-12,2018-09-20,1563.78,2606.30
"SO - 000775",In-Store,WARE-NMK1003,USD,4,33,187,21,7,0.08,2018-04-10,2018-08-17,2018-09-03,2018-09-12,794.35,1045.20
"SO - 000776",In-Store,WARE-UHY1004,USD,6,19,208,35,8,0.3,2018-04-10,2018-08-17,2018-08-25,2018-09-03,1069.32,1909.50
"SO - 000777",Distributor,WARE-NMK1003,USD,23,19,104,3,3,0.15,2018-04-10,2018-08-17,2018-09-14,2018-09-24,689.43,984.90
"SO - 000778",In-Store,WARE-NMK1003,USD,1,17,153,38,6,0.08,2018-04-10,2018-08-17,2018-09-09,2018-09-12,944.30,1165.80
"SO - 000779",In-Store,WARE-NMK1003,USD,8,11,129,43,7,0.05,2018-04-10,2018-08-17,2018-08-30,2018-09-01,944.30,1748.70
"SO - 000780",In-Store,WARE-MKL1006,USD,1,11,357,8,3,0.1,2018-04-10,2018-08-17,2018-08-21,2018-08-25,2024.07,3819.00
"SO - 000781",Online,WARE-NMK1003,USD,17,22,191,26,1,0.05,2018-04-10,2018-08-17,2018-08-26,2018-08-28,744.71,1145.70
"SO - 000782",In-Store,WARE-UHY1004,USD,8,31,214,10,5,0.15,2018-04-10,2018-08-17,2018-08-24,2018-08-29,1968.19,3644.80
"SO - 000783",In-Store,WARE-NMK1003,USD,6,13,171,13,5,0.1,2018-04-10,2018-08-17,2018-08-30,2018-09-09,3092.72,3865.90
"SO - 000784",Distributor,WARE-XYS1001,USD,21,35,12,26,6,0.05,2018-04-10,2018-08-17,2018-09-11,2018-09-21,110.75,194.30
"SO - 000785",Online,WARE-NMK1003,USD,16,30,139,11,2,0.08,2018-04-10,2018-08-18,2018-09-06,2018-09-07,1681.70,3363.40
"SO - 000786",In-Store,WARE-XYS1001,USD,9,31,51,40,5,0.08,2018-04-10,2018-08-18,2018-08-30,2018-09-05,2406.64,3008.30
"SO - 000787",In-Store,WARE-UHY1004,USD,8,4,241,27,1,0.08,2018-04-10,2018-08-18,2018-09-09,2018-09-11,2230.30,3055.20
"SO - 000788",Wholesale,WARE-XYS1001,USD,26,3,57,17,8,0.1,2018-04-10,2018-08-18,2018-08-28,2018-09-02,629.40,1031.80
"SO - 000789",Distributor,WARE-NBV1002,USD,21,8,73,3,7,0.05,2018-04-10,2018-08-18,2018-09-03,2018-09-08,2127.38,3939.60
"SO - 000790",Distributor,WARE-NMK1003,USD,23,13,138,41,4,0.08,2018-04-10,2018-08-18,2018-08-31,2018-09-09,2720.20,3886.00
"SO - 000791",In-Store,WARE-XYS1001,USD,1,20,36,4,2,0.05,2018-04-10,2018-08-18,2018-09-04,2018-09-07,1896.37,3108.80
"SO - 000792",Online,WARE-UHY1004,USD,12,30,226,11,1,0.08,2018-04-10,2018-08-18,2018-09-15,2018-09-21,505.85,1011.70
"SO - 000793",Online,WARE-UHY1004,USD,12,15,258,19,5,0.3,2018-04-10,2018-08-18,2018-09-15,2018-09-23,1327.40,2552.70
"SO - 000794",In-Store,WARE-NMK1003,USD,10,42,162,17,5,0.1,2018-04-10,2018-08-18,2018-09-14,2018-09-17,954.75,1675.00
"SO - 000795",Distributor,WARE-NMK1003,USD,24,45,155,20,5,0.05,2018-04-10,2018-08-19,2018-09-08,2018-09-10,831.47,1139.00
"SO - 000796",Wholesale,WARE-NMK1003,USD,25,27,124,46,7,0.4,2018-04-10,2018-08-19,2018-08-26,2018-08-31,3802.92,6338.20
"SO - 000797",Online,WARE-UHY1004,USD,16,20,258,2,3,0.05,2018-04-10,2018-08-19,2018-08-28,2018-09-07,1874.12,2231.10
"SO - 000798",Distributor,WARE-NBV1002,USD,21,1,79,42,6,0.2,2018-04-10,2018-08-19,2018-09-05,2018-09-08,1525.59,2311.50
"SO - 000799",Online,WARE-XYS1001,USD,19,13,17,33,7,0.05,2018-04-10,2018-08-19,2018-09-09,2018-09-12,2835.98,3832.40
"SO - 000800",Online,WARE-PUJ1005,USD,16,9,326,39,6,0.1,2018-04-10,2018-08-19,2018-09-06,2018-09-12,793.95,1005.00
"SO - 000801",In-Store,WARE-XYS1001,USD,5,33,16,34,8,0.15,2018-04-10,2018-08-19,2018-08-24,2018-08-31,671.14,1065.30
"SO - 000802",In-Store,WARE-NMK1003,USD,11,50,169,16,3,0.1,2018-04-10,2018-08-19,2018-09-06,2018-09-15,1454.84,1889.40
"SO - 000803",Online,WARE-PUJ1005,USD,17,16,272,4,4,0.1,2018-04-10,2018-08-20,2018-09-14,2018-09-22,108.88,167.50
"SO - 000804",In-Store,WARE-PUJ1005,USD,11,13,278,37,3,0.08,2018-04-10,2018-08-20,2018-09-03,2018-09-10,2472.30,6030.00
"SO - 000805",In-Store,WARE-PUJ1005,USD,5,44,302,35,2,0.1,2018-04-10,2018-08-20,2018-09-17,2018-09-26,527.63,837.50
"SO - 000806",In-Store,WARE-NBV1002,USD,3,7,77,45,6,0.1,2018-04-10,2018-08-20,2018-09-02,2018-09-12,1051.50,1782.20
"SO - 000807",Online,WARE-NMK1003,USD,17,29,173,29,8,0.08,2018-04-10,2018-08-20,2018-09-10,2018-09-16,439.25,998.30
"SO - 000808",In-Store,WARE-PUJ1005,USD,11,31,319,19,4,0.15,2018-04-10,2018-08-20,2018-09-09,2018-09-12,2679.93,3999.90
"SO - 000809",Online,WARE-PUJ1005,USD,12,31,305,35,8,0.15,2018-04-10,2018-08-21,2018-09-12,2018-09-13,1118.70,1896.10
"SO - 000810",Distributor,WARE-NMK1003,USD,24,35,151,35,2,0.08,2018-04-10,2018-08-21,2018-09-15,2018-09-25,477.71,1038.50
"SO - 000811",Distributor,WARE-NMK1003,USD,24,43,170,4,2,0.05,2018-04-10,2018-08-21,2018-08-30,2018-08-31,3071.28,3839.10
"SO - 000812",In-Store,WARE-NMK1003,USD,4,5,129,31,1,0.1,2018-04-10,2018-08-21,2018-09-11,2018-09-21,535.46,743.70
"SO - 000813",Wholesale,WARE-NMK1003,USD,26,20,92,47,6,0.15,2018-04-10,2018-08-21,2018-09-09,2018-09-19,1100.48,2445.50
"SO - 000814",In-Store,WARE-PUJ1005,USD,8,42,297,46,7,0.2,2018-04-10,2018-08-21,2018-09-05,2018-09-08,1463.28,2613.00
"SO - 000815",In-Store,WARE-NMK1003,USD,1,14,200,24,8,0.1,2018-04-10,2018-08-21,2018-08-23,2018-08-31,127.57,187.60
"SO - 000816",Online,WARE-NMK1003,USD,20,34,198,14,2,0.05,2018-04-10,2018-08-21,2018-09-13,2018-09-17,3845.80,5494.00
"SO - 000817",In-Store,WARE-UHY1004,USD,11,20,230,36,2,0.2,2018-04-10,2018-08-21,2018-09-18,2018-09-21,4625.68,5782.10
"SO - 000818",Distributor,WARE-XYS1001,USD,23,42,33,4,5,0.08,2018-04-10,2018-08-21,2018-08-27,2018-08-29,2052.48,3872.60
"SO - 000819",Wholesale,WARE-PUJ1005,USD,26,22,261,20,5,0.08,2018-04-10,2018-08-22,2018-09-09,2018-09-14,3544.97,6445.40
"SO - 000820",Online,WARE-NMK1003,USD,17,42,95,6,7,0.05,2018-07-19,2018-08-22,2018-09-18,2018-09-25,93.40,227.80
"SO - 000821",Wholesale,WARE-XYS1001,USD,26,11,22,38,5,0.15,2018-04-10,2018-08-22,2018-08-31,2018-09-01,151.22,247.90
"SO - 000822",Online,WARE-NMK1003,USD,18,37,102,31,8,0.08,2018-04-10,2018-08-22,2018-08-25,2018-09-03,763.53,1031.80
"SO - 000823",Online,WARE-MKL1006,USD,14,45,353,38,3,0.05,2018-07-19,2018-08-22,2018-08-24,2018-08-30,1499.33,2237.80
"SO - 000824",In-Store,WARE-NMK1003,USD,8,11,121,38,5,0.1,2018-04-10,2018-08-22,2018-09-12,2018-09-15,825.44,1179.20
"SO - 000825",In-Store,WARE-UHY1004,USD,5,50,238,21,7,0.08,2018-04-10,2018-08-22,2018-09-06,2018-09-07,1546.03,2378.50
"SO - 000826",Online,WARE-NMK1003,USD,12,49,134,41,1,0.05,2018-04-10,2018-08-22,2018-09-14,2018-09-15,768.83,1025.10
"SO - 000827",Distributor,WARE-NMK1003,USD,21,44,136,2,6,0.05,2018-04-10,2018-08-22,2018-08-24,2018-09-03,720.92,1802.30
"SO - 000828",Online,WARE-NMK1003,USD,15,27,120,39,6,0.08,2018-04-10,2018-08-22,2018-08-30,2018-09-05,1015.59,1916.20
"SO - 000829",In-Store,WARE-NBV1002,USD,12,33,79,29,6,0.2,2018-04-10,2018-08-23,2018-09-10,2018-09-17,1661.94,3021.70
"SO - 000830",Distributor,WARE-NBV1002,USD,23,23,78,46,3,0.4,2018-04-10,2018-08-23,2018-09-20,2018-09-28,1710.91,2251.20
"SO - 000831",In-Store,WARE-NMK1003,USD,12,8,156,6,4,0.08,2018-04-10,2018-08-23,2018-09-07,2018-09-08,1074.08,2619.70
"SO - 000832",Online,WARE-UHY1004,USD,13,33,227,29,2,0.08,2018-04-10,2018-08-23,2018-08-26,2018-08-30,884.40,2010.00
"SO - 000833",In-Store,WARE-NMK1003,USD,8,31,89,13,6,0.4,2018-04-10,2018-08-23,2018-08-25,2018-08-30,687.42,1145.70
"SO - 000834",Online,WARE-UHY1004,USD,16,43,252,7,3,0.15,2018-04-10,2018-08-23,2018-09-17,2018-09-21,1447.20,3618.00
"SO - 000835",In-Store,WARE-UHY1004,USD,9,19,217,15,5,0.05,2018-04-10,2018-08-23,2018-09-08,2018-09-14,2982.84,3551.00
"SO - 000836",Online,WARE-UHY1004,USD,13,3,222,3,5,0.08,2018-04-10,2018-08-23,2018-08-25,2018-09-03,736.87,944.70
"SO - 000837",In-Store,WARE-XYS1001,USD,11,26,29,2,4,0.08,2018-04-10,2018-08-23,2018-09-03,2018-09-09,74.91,174.20
"SO - 000838",Online,WARE-XYS1001,USD,13,3,17,30,4,0.08,2018-04-10,2018-08-23,2018-09-16,2018-09-25,1465.29,1809.00
"SO - 000839",Online,WARE-XYS1001,USD,14,19,57,36,8,0.05,2018-04-10,2018-08-24,2018-09-01,2018-09-03,1876.80,3993.20
"SO - 000840",Online,WARE-NMK1003,USD,16,23,91,12,6,0.08,2018-04-10,2018-08-24,2018-09-19,2018-09-29,793.95,1005.00
"SO - 000841",In-Store,WARE-NMK1003,USD,8,15,147,4,8,0.08,2018-07-19,2018-08-24,2018-08-28,2018-09-03,2176.83,3819.00
"SO - 000842",In-Store,WARE-UHY1004,USD,5,49,215,46,2,0.05,2018-04-10,2018-08-24,2018-09-12,2018-09-16,968.02,2251.20
"SO - 000843",In-Store,WARE-NMK1003,USD,6,1,106,30,8,0.05,2018-04-10,2018-08-24,2018-08-28,2018-09-04,665.71,964.80
"SO - 000844",In-Store,WARE-PUJ1005,USD,3,33,307,15,2,0.05,2018-04-10,2018-08-24,2018-08-28,2018-09-05,733.25,1018.40
"SO - 000845",Wholesale,WARE-MKL1006,USD,27,31,330,12,7,0.08,2018-04-10,2018-08-25,2018-09-04,2018-09-13,117.59,261.30
"SO - 000846",Online,WARE-NMK1003,USD,15,27,194,31,1,0.08,2018-04-10,2018-08-25,2018-09-13,2018-09-16,1530.48,2887.70
"SO - 000847",In-Store,WARE-NMK1003,USD,10,2,143,12,1,0.1,2018-04-10,2018-08-25,2018-09-14,2018-09-22,857.06,1098.80
"SO - 000848",Online,WARE-XYS1001,USD,12,36,1,33,5,0.05,2018-04-10,2018-08-25,2018-09-05,2018-09-06,1596.74,2217.70
"SO - 000849",In-Store,WARE-NMK1003,USD,3,16,93,24,1,0.08,2018-04-10,2018-08-25,2018-08-30,2018-09-06,165.49,254.60
"SO - 000850",Wholesale,WARE-NBV1002,USD,25,50,60,42,4,0.08,2018-04-10,2018-08-25,2018-09-07,2018-09-08,2018.64,2432.10
"SO - 000851",In-Store,WARE-UHY1004,USD,2,15,237,37,4,0.08,2018-04-10,2018-08-25,2018-08-29,2018-08-30,1624.42,2499.10
"SO - 000852",In-Store,WARE-MKL1006,USD,2,19,361,30,8,0.15,2018-04-10,2018-08-25,2018-09-01,2018-09-10,1497.05,3564.40
"SO - 000853",In-Store,WARE-NMK1003,USD,1,17,115,24,8,0.08,2018-04-10,2018-08-25,2018-09-09,2018-09-14,1595.54,2532.60
"SO - 000854",Wholesale,WARE-NMK1003,USD,26,18,89,37,5,0.1,2018-04-10,2018-08-26,2018-09-23,2018-09-29,1043.59,1768.80
"SO - 000855",Distributor,WARE-PUJ1005,USD,22,12,323,38,4,0.05,2018-04-10,2018-08-26,2018-09-17,2018-09-27,1222.75,2445.50
"SO - 000856",Wholesale,WARE-XYS1001,USD,27,30,48,37,4,0.08,2018-07-19,2018-08-26,2018-09-01,2018-09-08,4567.52,5855.80
"SO - 000857",Online,WARE-UHY1004,USD,19,36,210,24,3,0.3,2018-04-10,2018-08-26,2018-09-13,2018-09-18,3223.64,3979.80
"SO - 000858",Online,WARE-UHY1004,USD,13,14,223,24,8,0.05,2018-04-10,2018-08-26,2018-09-03,2018-09-07,443.81,964.80
"SO - 000859",In-Store,WARE-UHY1004,USD,4,29,224,24,3,0.08,2018-04-10,2018-08-27,2018-08-29,2018-08-30,158.66,247.90
"SO - 000860",In-Store,WARE-UHY1004,USD,3,29,255,13,7,0.1,2018-04-10,2018-08-27,2018-08-30,2018-09-02,2264.33,3189.20
"SO - 000861",Online,WARE-PUJ1005,USD,20,50,312,28,3,0.1,2018-04-10,2018-08-27,2018-09-20,2018-09-29,2830.15,5339.90
"SO - 000862",Distributor,WARE-XYS1001,USD,24,47,36,2,2,0.15,2018-04-10,2018-08-27,2018-09-15,2018-09-22,717.57,1139.00
"SO - 000863",Online,WARE-NMK1003,USD,15,13,145,40,5,0.05,2018-04-10,2018-08-27,2018-09-05,2018-09-14,91.39,207.70
"SO - 000864",Online,WARE-PUJ1005,USD,13,41,302,36,6,0.08,2018-07-19,2018-08-27,2018-09-05,2018-09-14,1242.85,2345.00
"SO - 000865",In-Store,WARE-NMK1003,USD,9,39,99,44,4,0.05,2018-04-10,2018-08-27,2018-08-30,2018-09-02,1824.08,2432.10
"SO - 000866",In-Store,WARE-UHY1004,USD,8,21,249,42,6,0.08,2018-04-10,2018-08-27,2018-09-19,2018-09-27,578.34,1112.20
"SO - 000867",Online,WARE-NMK1003,USD,19,32,146,3,7,0.08,2018-04-10,2018-08-27,2018-09-05,2018-09-07,670.27,1098.80
"SO - 000868",Distributor,WARE-PUJ1005,USD,24,25,307,3,5,0.05,2018-04-10,2018-08-27,2018-09-02,2018-09-12,741.82,1159.10
"SO - 000869",Distributor,WARE-NMK1003,USD,21,25,159,22,8,0.05,2018-04-10,2018-08-27,2018-09-19,2018-09-24,1253.30,2666.60
"SO - 000870",Online,WARE-PUJ1005,USD,15,7,307,10,8,0.08,2018-04-10,2018-08-27,2018-09-23,2018-10-03,1190.32,2834.10
"SO - 000871",Online,WARE-NBV1002,USD,17,49,81,23,8,0.15,2018-04-10,2018-08-27,2018-09-21,2018-09-30,2450.86,3953.00
"SO - 000872",In-Store,WARE-PUJ1005,USD,11,9,269,34,8,0.15,2018-04-10,2018-08-27,2018-09-07,2018-09-10,1127.74,1762.10
"SO - 000873",Online,WARE-MKL1006,USD,12,30,330,40,1,0.05,2018-04-10,2018-08-28,2018-09-11,2018-09-12,1400.17,2592.90
"SO - 000874",Wholesale,WARE-NBV1002,USD,25,35,80,8,6,0.08,2018-04-10,2018-08-28,2018-09-16,2018-09-19,1378.19,2505.80
"SO - 000875",Online,WARE-MKL1006,USD,18,6,361,27,5,0.05,2018-04-10,2018-08-28,2018-09-22,2018-10-02,137.95,194.30
"SO - 000876",In-Store,WARE-MKL1006,USD,3,33,355,1,6,0.2,2018-04-10,2018-08-28,2018-09-16,2018-09-19,2852.93,5822.30
"SO - 000877",In-Store,WARE-PUJ1005,USD,5,37,320,26,2,0.1,2018-04-10,2018-08-29,2018-09-01,2018-09-10,1434.40,1815.70
"SO - 000878",Online,WARE-NMK1003,USD,13,40,192,18,8,0.4,2018-04-10,2018-08-29,2018-09-12,2018-09-14,2148.36,3906.10
"SO - 000879",Wholesale,WARE-UHY1004,USD,26,22,239,3,1,0.1,2018-04-10,2018-08-29,2018-09-07,2018-09-13,1766.79,3926.20
"SO - 000880",Online,WARE-NMK1003,USD,18,5,168,9,2,0.1,2018-04-10,2018-08-29,2018-09-23,2018-10-01,4960.28,6123.80
"SO - 000881",Distributor,WARE-XYS1001,USD,21,25,58,12,1,0.15,2018-04-10,2018-08-29,2018-09-25,2018-09-30,962.46,1132.30
"SO - 000882",Online,WARE-UHY1004,USD,14,29,237,45,2,0.1,2018-07-19,2018-08-29,2018-09-11,2018-09-16,2315.52,3859.20
"SO - 000883",Wholesale,WARE-UHY1004,USD,27,3,225,31,3,0.08,2018-04-10,2018-08-29,2018-09-08,2018-09-11,454.46,797.30
"SO - 000884",Online,WARE-PUJ1005,USD,13,21,314,39,3,0.15,2018-07-19,2018-08-29,2018-09-09,2018-09-13,3174.26,5380.10
"SO - 000885",Online,WARE-NMK1003,USD,17,6,135,22,8,0.05,2018-04-10,2018-08-30,2018-09-03,2018-09-09,2870.28,3986.50
"SO - 000886",In-Store,WARE-XYS1001,USD,3,8,20,17,5,0.2,2018-07-19,2018-08-30,2018-09-15,2018-09-17,951.13,1219.40
"SO - 000887",Online,WARE-NMK1003,USD,18,16,186,29,6,0.05,2018-04-10,2018-08-30,2018-09-10,2018-09-15,1345.36,1681.70
"SO - 000888",In-Store,WARE-XYS1001,USD,3,50,21,28,2,0.05,2018-04-10,2018-08-30,2018-09-27,2018-09-29,80.13,174.20
"SO - 000889",Wholesale,WARE-NMK1003,USD,27,31,138,20,4,0.2,2018-04-10,2018-08-30,2018-09-10,2018-09-18,1739.66,3865.90
"SO - 000890",In-Store,WARE-NMK1003,USD,10,14,166,43,2,0.05,2018-07-19,2018-08-30,2018-09-14,2018-09-24,2514.78,5132.20
"SO - 000891",In-Store,WARE-NMK1003,USD,6,21,110,43,3,0.1,2018-07-19,2018-08-30,2018-09-03,2018-09-07,987.71,1829.10
"SO - 000892",Distributor,WARE-MKL1006,USD,22,24,356,11,3,0.2,2018-07-19,2018-08-30,2018-09-01,2018-09-04,2023.94,3162.40
"SO - 000893",Wholesale,WARE-XYS1001,USD,27,4,5,14,2,0.08,2018-07-19,2018-08-30,2018-09-10,2018-09-13,2746.67,6103.70
